reporting_period,product_name,revenue_at_historical_price
2024-11,Lizol Fabric Conditioner 200g,12846.66
2024-11,Lizol Fabric Conditioner 500ml,35038.54
2024-11,Lizol Floor Cleaner 200g,53258.75
2024-11,Lizol Floor Cleaner 500ml,114369.57
2024-11,Lizol Toilet Cleaner 200g,6568.73
2024-11,Local Bakery Muffin 400g,43119.97
2024-11,Local Bakery Muffin Pack of 2,26513.37
2024-11,Local Bakery Pav Bun 400g,49836.90
2024-11,Local Bakery Pav Bun 6 pc,33906.92
2024-11,Local Bakery Pav Bun Pack of 2,57063.28
2024-11,Local Bakery Rusk 400g,44751.50
2024-11,Local Bakery Rusk 6 pc,48715.32
2024-11,Local Bakery Rusk Pack of 2,62593.63
2024-11,Local Bakery Sandwich Bread 400g,5632.00
2024-11,Local Bakery Sandwich Bread 6 pc,17984.14
2024-11,Local Bakery Sandwich Bread Pack of 2,30880.19
2024-11,Local Mandi Apple 1kg,50950.57
2024-11,Local Mandi Apple 500g,99960.91
2024-11,Local Mandi Apple Loose,57624.05
2024-11,Local Mandi Banana 1kg,32122.50
2024-11,Local Mandi Banana 500g,8097.60
2024-11,Local Mandi Banana Loose,29665.80
2024-11,Local Mandi Carrot 500g,21254.22
2024-11,Local Mandi Carrot Loose,20994.51
2024-11,Local Mandi Onion 1kg,40407.96
2024-11,Local Mandi Onion 500g,45827.85
2024-11,Local Mandi Onion Loose,19670.97
2024-11,Local Mandi Potato 1kg,65083.30
2024-11,Local Mandi Potato 500g,17221.26
2024-11,Local Mandi Potato Loose,14376.62
2024-11,Local Mandi Tomato 1kg,17847.77
2024-11,Local Mandi Tomato 500g,13894.86
2024-11,Local Mandi Tomato Loose,2470.20
2024-11,MDH Chilli Powder 500g,27811.12
2024-11,MDH Garam Masala 500g,46023.24
2024-11,MDH Garam Masala 50g,51458.64
2024-11,MDH Sambar Powder 100g,73821.62
2024-11,MDH Sambar Powder 200g,9071.46
2024-11,MDH Sambar Powder 500g,33066.35
2024-11,MDH Turmeric Powder 500g,6264.05
2024-11,Mamaearth Bathing Soap 340ml,67607.02
2024-11,Mamaearth Body Lotion 100g,56502.18
2024-11,Mamaearth Body Lotion 75g,65441.32
2024-11,Mamaearth Face Wash 100g,141460.74
2024-11,Mamaearth Hair Oil 100g,12344.13
2024-11,Mamaearth Toothpaste 75g,52565.34
2024-11,Mamypoko Baby Powder Large,16083.40
2024-11,Mamypoko Baby Powder Medium,181248.34
2024-11,Mamypoko Baby Powder Small,130903.50
2024-11,Mamypoko Baby Powder XL,99851.11
2024-11,Mamypoko Baby Soap Large,106615.30
2024-11,Mamypoko Baby Soap Small,109742.48
2024-11,Mamypoko Baby Soap XL,299165.65
2024-11,Mamypoko Baby Wipes Large,290478.68
2024-11,Mamypoko Baby Wipes Medium,398553.52
2024-11,Mamypoko Baby Wipes Small,373173.08
2024-11,Mamypoko Baby Wipes XL,536001.54
2024-11,Mamypoko Diapers Large,174646.44
2024-11,Mamypoko Diapers Medium,380827.73
2024-11,Mamypoko Diapers Small,13187.90
2024-11,Mamypoko Diapers XL,269005.10
2024-11,McCain French Fries 1kg,64149.85
2024-11,McCain French Fries 200g,42052.70
2024-11,McCain French Fries 400g,78743.28
2024-11,McCain Frozen Peas 1kg,105315.12
2024-11,McCain Frozen Peas 200g,65915.82
2024-11,McCain Idli Batter 1kg,94913.87
2024-11,McCain Idli Batter 200g,113570.52
2024-11,McCain Idli Batter 400g,27617.80
2024-11,McCain Ready Paratha 1kg,237734.01
2024-11,McCain Ready Paratha 200g,41684.50
2024-11,McCain Ready Paratha 400g,64533.70
2024-11,Milky Mist Butter 200g,103206.20
2024-11,Milky Mist Cheese Slices 500g,128796.85
2024-11,Milky Mist Cheese Slices 500ml,8714.20
2024-11,Milky Mist Curd 200ml,33338.52
2024-11,Milky Mist Ghee 200g,60779.16
2024-11,Milky Mist Ghee 200ml,108870.07
2024-11,Milky Mist Ghee 500g,144354.05
2024-11,Milky Mist Ghee 500ml,62109.45
2024-11,Milky Mist Paneer 200ml,30393.64
2024-11,Milky Mist Paneer 500ml,79091.30
2024-11,Milky Mist Toned Milk 200g,41589.60
2024-11,Milky Mist Toned Milk 200ml,80037.03
2024-11,Modern Muffin 400g,7806.07
2024-11,Modern Muffin 6 pc,29587.29
2024-11,Modern Muffin Pack of 2,34128.30
2024-11,Modern Pav Bun 400g,31467.10
2024-11,Modern Pav Bun 6 pc,28163.81
2024-11,Modern Rusk 400g,63311.93
2024-11,Modern Rusk 6 pc,30816.45
2024-11,Modern Rusk Pack of 2,26285.09
2024-11,Modern Sandwich Bread 400g,43281.37
2024-11,Modern Sandwich Bread Pack of 2,9450.09
2024-11,Mother Dairy Butter 200ml,149454.81
2024-11,Mother Dairy Butter 500g,44825.60
2024-11,Mother Dairy Cheese Slices 200g,100503.90
2024-11,Mother Dairy Cheese Slices 200ml,32373.30
2024-11,Mother Dairy Cheese Slices 500g,56166.75
2024-11,Mother Dairy Curd 200ml,4768.38
2024-11,Mother Dairy Curd 500ml,58118.68
2024-11,Mother Dairy Ghee 200g,76632.09
2024-11,Mother Dairy Ghee 500g,41496.88
2024-11,Mother Dairy Paneer 200g,12255.00
2024-11,Mother Dairy Paneer 500ml,100290.25
2024-11,Mother Dairy Toned Milk 1L,72958.53
2024-11,Mother Dairy Toned Milk 200ml,34608.51
2024-11,Nandini Butter 1L,107369.46
2024-11,Nandini Butter 200ml,78157.44
2024-11,Nandini Butter 500ml,4730.16
2024-11,Nandini Cheese Slices 1L,56756.40
2024-11,Nandini Cheese Slices 200g,36287.92
2024-11,Nandini Cheese Slices 500g,28579.50
2024-11,Nandini Curd 200g,55208.75
2024-11,Nandini Curd 200ml,15832.95
2024-11,Nandini Curd 500ml,7606.95
2024-11,Nandini Ghee 1L,100661.01
2024-11,Nandini Ghee 200ml,75205.26
2024-11,Nandini Ghee 500g,137324.95
2024-11,Nandini Ghee 500ml,52126.71
2024-11,Nandini Paneer 200ml,67225.27
2024-11,Nandini Toned Milk 1L,103549.14
2024-11,Nandini Toned Milk 500g,24999.15
2024-11,Nandini Toned Milk 500ml,44086.96
2024-11,Nataraj A4 Paper Ream 1 pc,27393.30
2024-11,Nataraj A4 Paper Ream 500 sheets,36021.72
2024-11,Nataraj A4 Paper Ream Pack of 5,54057.10
2024-11,Nataraj Ball Pen 1 pc,81749.84
2024-11,Nataraj Ball Pen 500 sheets,61829.84
2024-11,Nataraj Ball Pen Pack of 5,59261.78
2024-11,Nataraj Notebook Pack of 5,22278.96
2024-11,Nataraj Pencil Box 1 pc,70981.22
2024-11,Nataraj Pencil Box 500 sheets,129814.18
2024-11,Nataraj Pencil Box Pack of 5,32334.40
2024-11,Nestle Candy Pack 100g,36199.30
2024-11,Nestle Candy Pack 25g,72148.64
2024-11,Nestle Candy Pack Pack of 10,38907.86
2024-11,Nestle Chewing Gum 25g,12735.90
2024-11,Nestle Chewing Gum 50g,65102.28
2024-11,Nestle Dark Chocolate 100g,33623.87
2024-11,Nestle Dark Chocolate 25g,30091.70
2024-11,Nestle Dark Chocolate 50g,70889.66
2024-11,Nestle Dark Chocolate Pack of 10,3417.84
2024-11,Nestle Milk Chocolate 100g,49920.70
2024-11,Nestle Milk Chocolate 25g,22066.72
2024-11,Nestle Milk Chocolate 50g,13499.36
2024-11,Nestle Milk Chocolate Pack of 10,46974.34
2024-11,Nivea Bathing Soap 340ml,84470.11
2024-11,Nivea Bathing Soap 75g,114116.15
2024-11,Nivea Face Wash 340ml,184952.14
2024-11,Nivea Face Wash 75g,51860.58
2024-11,Nivea Hair Oil 100g,70508.65
2024-11,Nivea Shampoo 340ml,29913.85
2024-11,Nivea Toothpaste 340ml,70498.56
2024-11,Pampers Baby Powder Large,68805.28
2024-11,Pampers Baby Powder Medium,235137.34
2024-11,Pampers Baby Powder Small,410936.92
2024-11,Pampers Baby Powder XL,379797.58
2024-11,Pampers Baby Soap Large,156475.54
2024-11,Pampers Baby Soap Small,152239.58
2024-11,Pampers Baby Wipes Large,43849.26
2024-11,Pampers Baby Wipes Small,170340.52
2024-11,Pampers Baby Wipes XL,27014.90
2024-11,Pampers Diapers Large,313630.53
2024-11,Pampers Diapers Medium,239593.26
2024-11,Pampers Diapers Small,165394.81
2024-11,Pampers Diapers XL,114049.63
2024-11,Paper Boat Cola 250g,47743.30
2024-11,Paper Boat Instant Coffee 1L,29417.30
2024-11,Paper Boat Instant Coffee 2L,15377.73
2024-11,Paper Boat Mango Juice 1L,86375.09
2024-11,Paper Boat Mango Juice 250g,35366.96
2024-11,Paper Boat Mango Juice 2L,24180.80
2024-11,Paper Boat Mango Juice 600ml,26709.78
2024-11,Paper Boat Mineral Water 1L,55690.47
2024-11,Paper Boat Mineral Water 250g,56553.90
2024-11,Paper Boat Mineral Water 2L,61267.70
2024-11,Paper Boat Tea Leaf 2L,35021.03
2024-11,Paper Boat Tea Leaf 500g,11577.78
2024-11,Paper Boat Tea Leaf 600ml,20131.80
2024-11,Parle Cookies 100g,9354.60
2024-11,Parle Cookies 150g,11654.12
2024-11,Parle Cookies 60g,20845.88
2024-11,Parle Cream Biscuit 150g,10928.30
2024-11,Parle Cream Biscuit 250g,4540.32
2024-11,Parle Cream Biscuit 60g,3840.33
2024-11,Parle Glucose Biscuit 150g,17222.40
2024-11,Parle Marie Gold 100g,8093.32
2024-11,Parle Marie Gold 60g,32677.49
2024-11,Parle Namkeen Mix 60g,11742.68
2024-11,Patanjali Bathing Soap 100g,39471.16
2024-11,Patanjali Body Lotion 100g,39653.43
2024-11,Patanjali Body Lotion 180ml,13844.48
2024-11,Patanjali Body Lotion 75g,39296.04
2024-11,Patanjali Face Wash 180ml,134584.83
2024-11,Patanjali Face Wash 340ml,34598.85
2024-11,Patanjali Hair Oil 100g,111530.22
2024-11,Patanjali Hair Oil 340ml,58542.50
2024-11,Patanjali Hair Oil 75g,39075.12
2024-11,Patanjali Toothpaste 75g,25028.85
2024-11,Perfetti Candy Pack 25g,26811.71
2024-11,Perfetti Candy Pack 50g,23948.41
2024-11,Perfetti Candy Pack Pack of 10,42413.16
2024-11,Perfetti Chewing Gum 100g,31992.00
2024-11,Perfetti Chewing Gum 25g,4460.54
2024-11,Perfetti Dark Chocolate 100g,14137.11
2024-11,Perfetti Dark Chocolate 25g,44535.26
2024-11,Perfetti Dark Chocolate 50g,27844.56
2024-11,Perfetti Dark Chocolate Pack of 10,18547.58
2024-11,Perfetti Milk Chocolate 100g,5001.75
2024-11,Perfetti Milk Chocolate 25g,29958.75
2024-11,Perfetti Milk Chocolate 50g,35923.57
2024-11,Perfetti Milk Chocolate Pack of 10,30996.00
2024-11,Real Cola 1L,22547.37
2024-11,Real Cola 250g,45190.95
2024-11,Real Instant Coffee 2L,37494.03
2024-11,Real Instant Coffee 500g,71790.07
2024-11,Real Instant Coffee 600ml,63182.50
2024-11,Real Mango Juice 1L,45979.42
2024-11,Real Mango Juice 2L,99921.06
2024-11,Real Mango Juice 500g,44321.54
2024-11,Real Mineral Water 1L,56514.42
2024-11,Real Mineral Water 600ml,55441.10
2024-11,Real Soda 600ml,25767.60
2024-11,Real Tea Leaf 1L,15322.71
2024-11,Real Tea Leaf 2L,18770.89
2024-11,Real Tea Leaf 600ml,28725.18
2024-11,Safal Apple 1kg,115546.49
2024-11,Safal Apple 500g,34190.10
2024-11,Safal Banana 1kg,11649.88
2024-11,Safal Banana 500g,31191.10
2024-11,Safal Banana Loose,91529.20
2024-11,Safal Carrot 500g,16324.41
2024-11,Safal Carrot Loose,40769.14
2024-11,Safal Onion 500g,30510.15
2024-11,Safal Onion Loose,27242.57
2024-11,Safal Potato 1kg,14964.07
2024-11,Safal Potato 500g,2096.65
2024-11,Safal Tomato Loose,20051.28
2024-11,Saffola Groundnut Oil 1L,139590.44
2024-11,Saffola Mustard Oil 1L,109532.25
2024-11,Saffola Mustard Oil 2L,353946.21
2024-11,Saffola Rice Bran Oil 2L,85524.42
2024-11,Saffola Rice Bran Oil 5L,358657.54
2024-11,Saffola Sunflower Oil 2L,153862.94
2024-11,Saffola Sunflower Oil 5L,222295.15
2024-11,Sumeru French Fries 1kg,22899.45
2024-11,Sumeru French Fries 400g,131236.99
2024-11,Sumeru Frozen Peas 1kg,117179.57
2024-11,Sumeru Frozen Peas 200g,109699.45
2024-11,Sumeru Frozen Peas 400g,44781.36
2024-11,Sumeru Idli Batter 400g,102300.70
2024-11,Sumeru Ready Paratha 1kg,130285.17
2024-11,Sumeru Ready Paratha 200g,17351.36
2024-11,Sumeru Ready Paratha 400g,38900.08
2024-11,Sundrop Groundnut Oil 1L,373592.85
2024-11,Sundrop Groundnut Oil 2L,387692.96
2024-11,Sundrop Mustard Oil 1L,146286.27
2024-11,Sundrop Mustard Oil 2L,157532.25
2024-11,Sundrop Mustard Oil 5L,109047.26
2024-11,Sundrop Rice Bran Oil 1L,126323.77
2024-11,Sundrop Rice Bran Oil 2L,159065.39
2024-11,Sundrop Rice Bran Oil 5L,496907.39
2024-11,Sundrop Sunflower Oil 1L,206019.18
2024-11,Sundrop Sunflower Oil 2L,99352.46
2024-11,Sundrop Sunflower Oil 5L,29906.40
2024-11,Sunfeast Cookies 150g,7912.90
2024-11,Sunfeast Cookies 400g,12104.33
2024-11,Sunfeast Cookies 60g,9334.42
2024-11,Sunfeast Cream Biscuit 150g,23371.68
2024-11,Sunfeast Glucose Biscuit 150g,5126.45
2024-11,Sunfeast Glucose Biscuit 250g,13577.41
2024-11,Sunfeast Khakhra 150g,13813.79
2024-11,Sunfeast Khakhra 250g,11666.12
2024-11,Sunfeast Khakhra 400g,15404.16
2024-11,Sunfeast Marie Gold 100g,29725.97
2024-11,Sunfeast Marie Gold 150g,8446.08
2024-11,Sunfeast Marie Gold 400g,6547.23
2024-11,Sunfeast Marie Gold 60g,4301.70
2024-11,Sunfeast Namkeen Mix 250g,14089.38
2024-11,Sunfeast Namkeen Mix 400g,8902.58
2024-11,Sunfeast Namkeen Mix 60g,10407.00
2024-11,Surf Excel Fabric Conditioner 500g,95301.19
2024-11,Surf Excel Fabric Conditioner 500ml,129311.79
2024-11,Surf Excel Floor Cleaner 1kg,5804.40
2024-11,Surf Excel Floor Cleaner 200g,69405.30
2024-11,Surf Excel Floor Cleaner 500g,42193.76
2024-11,Surf Excel Floor Cleaner 500ml,49944.62
2024-11,Surf Excel Toilet Cleaner 1kg,59436.52
2024-11,Surf Excel Toilet Cleaner 500g,61120.80
2024-11,Tata Tea Cola 1L,19698.00
2024-11,Tata Tea Cola 2L,16199.05
2024-11,Tata Tea Instant Coffee 2L,76722.87
2024-11,Tata Tea Mango Juice 2L,41552.19
2024-11,Tata Tea Mineral Water 2L,24249.42
2024-11,Tata Tea Soda 1L,47847.12
2024-11,Tata Tea Soda 500g,38590.02
2024-11,Tata Tea Tea Leaf 600ml,13994.51
2024-11,Thums Up Cola 250g,60396.10
2024-11,Thums Up Cola 600ml,65000.56
2024-11,Thums Up Instant Coffee 500g,31506.16
2024-11,Thums Up Instant Coffee 600ml,23002.80
2024-11,Thums Up Mango Juice 250g,11665.74
2024-11,Thums Up Mineral Water 1L,63968.92
2024-11,Thums Up Mineral Water 2L,56256.25
2024-11,Thums Up Mineral Water 600ml,31547.60
2024-11,Thums Up Soda 1L,36569.26
2024-11,Thums Up Tea Leaf 250g,35588.38
2024-11,Thums Up Tea Leaf 500g,40800.20
2024-11,Unibic Cookies 100g,6069.00
2024-11,Unibic Cookies 60g,16614.00
2024-11,Unibic Cream Biscuit 150g,8548.10
2024-11,Unibic Cream Biscuit 60g,2399.94
2024-11,Unibic Glucose Biscuit 150g,5633.70
2024-11,Unibic Glucose Biscuit 400g,5576.53
2024-11,Unibic Khakhra 150g,9840.93
2024-11,Unibic Khakhra 60g,17212.24
2024-11,Unibic Marie Gold 250g,10959.93
2024-11,Unibic Marie Gold 400g,2578.40
2024-11,Unibic Marie Gold 60g,16354.00
2024-11,Unibic Namkeen Mix 150g,15596.70
2024-11,Vim Detergent Powder 500g,88798.85
2024-11,Vim Detergent Powder 500ml,28331.84
2024-11,Vim Dishwash Bar 1kg,24964.66
2024-11,Vim Dishwash Bar 500g,37194.30
2024-11,Vim Dishwash Bar 500ml,28880.26
2024-11,Vim Fabric Conditioner 200g,23713.86
2024-11,Vim Fabric Conditioner 500ml,54547.65
2024-11,Vim Toilet Cleaner 1kg,42976.00
2024-11,Vim Toilet Cleaner 500ml,60537.96
2024-11,iD Fresh French Fries 1kg,57435.29
2024-11,iD Fresh French Fries 200g,141025.60
2024-11,iD Fresh French Fries 400g,53566.61
2024-11,iD Fresh Frozen Peas 1kg,83817.25
2024-11,iD Fresh Frozen Peas 200g,10246.50
2024-11,iD Fresh Frozen Peas 400g,31310.40
2024-11,iD Fresh Idli Batter 200g,25735.84
2024-11,iD Fresh Idli Batter 400g,50172.42
2024-11,iD Fresh Ready Paratha 1kg,44606.45
2024-11,iD Fresh Ready Paratha 200g,86501.18
2024-11,iD Fresh Ready Paratha 400g,48577.88
