business_date,store_id,category_name,product_name,authoritative_price,quantity,revenue_at_period_price
2024-03-19,S10,Personal Care,Dove Toothpaste 100g,66.64,5.000,333.20
2024-03-19,S10,Spices & Masala,Eastern Garam Masala 200g,43.95,2.000,87.90
2024-03-19,S10,Spices & Masala,Eastern Turmeric Powder 100g,133.95,1.000,133.95
2024-03-19,S10,Bakery,English Oven Muffin Pack of 2,132.55,2.000,265.10
2024-03-19,S10,Bakery,English Oven Pav Bun 400g,45.80,1.000,45.80
2024-03-19,S10,Bakery,English Oven Rusk Pack of 2,86.95,-1.000,-86.95
2024-03-19,S10,Spices & Masala,Everest Chilli Powder 50g,151.39,4.000,605.56
2024-03-19,S10,Spices & Masala,Everest Garam Masala 500g,169.06,2.000,338.12
2024-03-19,S10,Fruits & Vegetables,Farm Fresh Apple Loose,155.98,3.000,467.94
2024-03-19,S10,Fruits & Vegetables,Farm Fresh Banana 500g,59.21,2.000,118.42
2024-03-19,S10,Fruits & Vegetables,Farm Fresh Onion 500g,153.41,2.000,306.82
2024-03-19,S10,Fruits & Vegetables,Farm Fresh Tomato 500g,136.50,1.000,136.50
2024-03-19,S10,Edible Oils,Fortune Rice Bran Oil 2L,726.06,1.000,726.06
2024-03-19,S10,Edible Oils,Fortune Rice Bran Oil 5L,1023.82,-1.000,-1023.82
2024-03-19,S10,Staples & Grains,Fortune Whole Wheat Atta 1kg,496.12,3.000,1488.36
2024-03-19,S10,Edible Oils,Gold Winner Rice Bran Oil 1L,1331.86,2.000,2663.72
2024-03-19,S10,Home Care,Harpic Fabric Conditioner 200g,233.22,1.000,233.22
2024-03-19,S10,Bakery,Harvest Gold Muffin 400g,133.39,1.000,133.39
2024-03-19,S10,Bakery,Harvest Gold Muffin Pack of 2,88.45,3.000,265.35
2024-03-19,S10,Bakery,Harvest Gold Pav Bun 400g,55.17,3.000,165.51
2024-03-19,S10,Bakery,Harvest Gold Pav Bun Pack of 2,68.95,3.000,206.85
2024-03-19,S10,Dairy,Heritage Ghee 1L,88.95,1.000,88.95
2024-03-19,S10,Personal Care,Himalaya Body Lotion 100g,541.84,3.000,1625.52
2024-03-19,S10,Personal Care,Himalaya Body Lotion 100g,354.69,2.000,709.38
2024-03-19,S10,Personal Care,Himalaya Face Wash 340ml,598.37,1.000,598.37
2024-03-19,S10,Personal Care,Himalaya Toothpaste 100g,435.95,-2.000,-871.90
2024-03-19,S10,Baby Care,Huggies Baby Soap Large,911.37,1.000,911.37
2024-03-19,S10,Baby Care,Huggies Baby Wipes XL,1383.23,2.000,2766.46
2024-03-19,S10,Baby Care,Huggies Diapers Small,1749.88,-1.000,-1749.88
2024-03-19,S10,Frozen & Ready to Eat,ITC Master Chef Frozen Peas 1kg,269.95,1.000,269.95
2024-03-19,S10,Frozen & Ready to Eat,ITC Master Chef Frozen Peas 200g,301.95,3.000,905.85
2024-03-19,S10,Staples & Grains,India Gate Whole Wheat Atta 10kg,1042.36,2.000,2084.72
2024-03-19,S10,Baby Care,Johnson's Diapers Large,1175.95,2.000,2351.90
2024-03-19,S10,Home Care,Lizol Detergent Powder 200g,462.03,2.000,924.06
2024-03-19,S10,Home Care,Lizol Detergent Powder 500g,139.74,4.000,558.96
2024-03-19,S10,Home Care,Lizol Dishwash Bar 500ml,220.95,3.000,662.85
2024-03-19,S10,Home Care,Lizol Floor Cleaner 200g,401.95,3.000,1205.85
2024-03-19,S10,Bakery,Local Bakery Muffin 400g,62.95,1.000,62.95
2024-03-19,S10,Bakery,Local Bakery Pav Bun 400g,37.95,2.000,75.90
2024-03-19,S10,Fruits & Vegetables,Local Mandi Apple Loose,224.83,2.000,449.66
2024-03-19,S10,Fruits & Vegetables,Local Mandi Banana Loose,87.00,2.000,174.00
2024-03-19,S10,Fruits & Vegetables,Local Mandi Tomato 500g,58.36,2.000,116.72
2024-03-19,S10,Fruits & Vegetables,Local Mandi Tomato 500g,51.83,6.000,310.98
2024-03-19,S10,Fruits & Vegetables,Local Mandi Tomato Loose,19.95,2.000,39.90
2024-03-19,S10,Spices & Masala,MDH Garam Masala 500g,183.91,7.000,1287.37
2024-03-19,S10,Baby Care,Mamypoko Baby Wipes Medium,706.38,3.000,2119.14
2024-03-19,S10,Baby Care,Mamypoko Baby Wipes Medium,140.95,0.000,0.00
2024-03-19,S10,Baby Care,Mamypoko Baby Wipes XL,798.18,5.000,3990.90
2024-03-19,S10,Baby Care,Mamypoko Diapers Medium,1205.95,2.000,2411.90
2024-03-19,S10,Baby Care,Mamypoko Diapers XL,1107.95,3.000,3323.85
2024-03-19,S10,Frozen & Ready to Eat,McCain Idli Batter 200g,73.95,1.000,73.95
2024-03-19,S10,Frozen & Ready to Eat,McCain Ready Paratha 1kg,217.71,2.000,435.42
2024-03-19,S10,Frozen & Ready to Eat,McCain Ready Paratha 1kg,119.54,1.000,119.54
2024-03-19,S10,Frozen & Ready to Eat,McCain Ready Paratha 1kg,162.96,3.000,488.88
2024-03-19,S10,Frozen & Ready to Eat,McCain Ready Paratha 200g,320.65,3.000,961.95
2024-03-19,S10,Frozen & Ready to Eat,McCain Ready Paratha 400g,317.30,1.000,317.30
2024-03-19,S10,Dairy,Milky Mist Paneer 500ml,93.89,3.000,281.67
2024-03-19,S10,Bakery,Modern Muffin 400g,40.95,2.000,81.90
2024-03-19,S10,Dairy,Mother Dairy Curd 200ml,40.41,2.000,80.82
2024-03-19,S10,Dairy,Nandini Cheese Slices 1L,360.34,2.000,720.68
2024-03-19,S10,Dairy,Nandini Curd 200g,377.27,3.000,1131.81
2024-03-19,S10,Dairy,Nandini Curd 500ml,47.87,3.000,143.61
2024-03-19,S10,Dairy,Nandini Ghee 1L,142.38,4.000,569.52
2024-03-19,S10,Dairy,Nandini Toned Milk 1L,270.95,4.000,1083.80
2024-03-19,S10,Stationery & General,Nataraj Ball Pen 500 sheets,107.33,4.000,429.32
2024-03-19,S10,Confectionery,Nestle Candy Pack 25g,42.41,2.000,84.82
2024-03-19,S10,Confectionery,Nestle Candy Pack Pack of 10,226.32,2.000,452.64
2024-03-19,S10,Confectionery,Nestle Chewing Gum 25g,120.11,4.000,480.44
2024-03-19,S10,Personal Care,Nivea Hair Oil 100g,561.95,3.000,1685.85
2024-03-19,S10,Personal Care,Nivea Shampoo 340ml,236.27,1.000,236.27
2024-03-19,S10,Baby Care,Pampers Baby Powder Medium,277.54,1.000,277.54
2024-03-19,S10,Baby Care,Pampers Baby Powder Small,1078.45,4.000,4313.80
2024-03-19,S10,Baby Care,Pampers Baby Soap Large,1350.95,1.000,1350.95
2024-03-19,S10,Baby Care,Pampers Baby Wipes Small,342.53,-1.000,-342.53
2024-03-19,S10,Beverages,Paper Boat Cola 250g,280.97,1.000,280.97
2024-03-19,S10,Beverages,Paper Boat Mineral Water 1L,314.26,2.000,628.52
2024-03-19,S10,Beverages,Paper Boat Mineral Water 2L,471.29,3.000,1413.87
2024-03-19,S10,Biscuits & Snacks,Parle Cookies 100g,103.94,-3.000,-311.82
2024-03-19,S10,Biscuits & Snacks,Parle Marie Gold 100g,68.95,1.000,68.95
2024-03-19,S10,Biscuits & Snacks,Parle Marie Gold 60g,103.95,2.000,207.90
2024-03-19,S10,Confectionery,Perfetti Milk Chocolate 50g,46.11,2.000,92.22
2024-03-19,S10,Confectionery,Perfetti Milk Chocolate 50g,153.63,2.000,307.26
2024-03-19,S10,Beverages,Real Instant Coffee 600ml,469.28,2.000,938.56
2024-03-19,S10,Beverages,Real Mango Juice 2L,178.95,3.000,536.85
2024-03-19,S10,Fruits & Vegetables,Safal Apple 1kg,62.95,5.000,314.75
2024-03-19,S10,Fruits & Vegetables,Safal Banana Loose,204.95,2.000,409.90
2024-03-19,S10,Edible Oils,Saffola Sunflower Oil 2L,143.38,1.000,143.38
2024-03-19,S10,Frozen & Ready to Eat,Sumeru French Fries 400g,281.09,2.000,562.18
2024-03-19,S10,Frozen & Ready to Eat,Sumeru Frozen Peas 200g,423.01,2.000,846.02
2024-03-19,S10,Frozen & Ready to Eat,Sumeru Ready Paratha 1kg,389.72,1.000,389.72
2024-03-19,S10,Biscuits & Snacks,Sunfeast Namkeen Mix 400g,51.46,3.000,154.38
2024-03-19,S10,Home Care,Surf Excel Floor Cleaner 200g,296.43,1.000,296.43
2024-03-19,S10,Home Care,Surf Excel Toilet Cleaner 1kg,365.76,1.000,365.76
2024-03-19,S10,Beverages,Thums Up Soda 1L,322.78,3.000,968.34
2024-03-19,S10,Biscuits & Snacks,Unibic Cookies 60g,24.76,1.000,24.76
2024-03-19,S10,Biscuits & Snacks,Unibic Cream Biscuit 150g,52.95,1.000,52.95
2024-03-19,S10,Biscuits & Snacks,Unibic Glucose Biscuit 150g,31.65,2.000,63.30
2024-03-19,S10,Biscuits & Snacks,Unibic Marie Gold 400g,22.95,4.000,91.80
2024-03-19,S10,Home Care,Vim Dishwash Bar 1kg,129.42,1.000,129.42
2024-03-19,S10,Frozen & Ready to Eat,iD Fresh French Fries 200g,424.75,3.000,1274.25
2024-03-19,S10,Frozen & Ready to Eat,iD Fresh Frozen Peas 1kg,351.65,5.000,1758.25
2024-03-19,S11,Staples & Grains,Aashirvaad Basmati Rice 10kg,294.95,2.000,589.90
2024-03-19,S11,Staples & Grains,Aashirvaad Chana Dal 10kg,1356.95,-1.000,-1356.95
2024-03-19,S11,Staples & Grains,Aashirvaad Sona Masoori Rice 1kg,1189.20,1.000,1189.20
2024-03-19,S11,Confectionery,Amul Choco Chewing Gum Pack of 10,43.95,1.000,43.95
2024-03-19,S11,Confectionery,Amul Choco Milk Chocolate Pack of 10,282.29,1.000,282.29
2024-03-19,S11,Dairy,Amul Paneer 500g,398.95,1.000,398.95
2024-03-19,S11,Biscuits & Snacks,Anmol Namkeen Mix 60g,81.45,1.000,81.45
2024-03-19,S11,Confectionery,Cadbury Candy Pack 50g,169.98,1.000,169.98
2024-03-19,S11,Confectionery,Cadbury Candy Pack 50g,129.95,3.000,389.85
2024-03-19,S11,Confectionery,Cadbury Dark Chocolate 100g,252.32,3.000,756.96
2024-03-19,S11,Stationery & General,Camlin Ball Pen Pack of 5,373.95,3.000,1121.85
2024-03-19,S11,Stationery & General,Camlin Notebook Pack of 5,72.61,1.000,72.61
2024-03-19,S11,Spices & Masala,Catch Garam Masala 100g,43.95,1.000,43.95
2024-03-19,S11,Spices & Masala,Catch Sambar Powder 200g,265.96,3.000,797.88
2024-03-19,S11,Stationery & General,Cello A4 Paper Ream 500 sheets,266.27,4.000,1065.08
2024-03-19,S11,Stationery & General,Cello Pencil Box 500 sheets,398.89,4.000,1595.56
2024-03-19,S11,Stationery & General,Classmate Notebook Pack of 5,491.90,6.000,2951.40
2024-03-19,S11,Stationery & General,Classmate Pencil Box 500 sheets,281.78,1.000,281.78
2024-03-19,S11,Home Care,Comfort Dishwash Bar 500g,484.95,2.000,969.90
2024-03-19,S11,Home Care,Comfort Floor Cleaner 500g,302.00,2.000,604.00
2024-03-19,S11,Staples & Grains,Daawat Chana Dal 5kg,526.95,2.000,1053.90
2024-03-19,S11,Staples & Grains,Daawat Sona Masoori Rice 10kg,1186.93,2.000,2373.86
2024-03-19,S11,Staples & Grains,Daawat Sona Masoori Rice 1kg,1431.80,1.000,1431.80
2024-03-19,S11,Staples & Grains,Daawat Toor Dal 5kg,539.95,2.000,1079.90
2024-03-19,S11,Personal Care,Dove Hair Oil 75g,448.91,2.000,897.82
2024-03-19,S11,Bakery,English Oven Pav Bun 6 pc,179.13,3.000,537.39
2024-03-19,S11,Bakery,English Oven Sandwich Bread Pack of 2,69.95,3.000,209.85
2024-03-19,S11,Spices & Masala,Everest Chilli Powder 200g,275.45,2.000,550.90
2024-03-19,S11,Spices & Masala,Everest Coriander Powder 50g,105.38,2.000,210.76
2024-03-19,S11,Fruits & Vegetables,Farm Fresh Potato 1kg,35.76,1.000,35.76
2024-03-19,S11,Fruits & Vegetables,Farm Fresh Tomato Loose,334.66,4.000,1338.64
2024-03-19,S11,Staples & Grains,Fortune Basmati Rice 10kg,229.95,1.000,229.95
2024-03-19,S11,Staples & Grains,Fortune Toor Dal 5kg,1247.39,3.000,3742.17
2024-03-19,S11,Edible Oils,Gold Winner Groundnut Oil 5L,1039.07,1.000,1039.07
2024-03-19,S11,Home Care,Harpic Fabric Conditioner 500g,489.79,1.000,489.79
2024-03-19,S11,Home Care,Harpic Fabric Conditioner 500ml,475.22,1.000,475.22
2024-03-19,S11,Bakery,Harvest Gold Muffin 400g,133.39,1.000,133.39
2024-03-19,S11,Bakery,Harvest Gold Pav Bun 400g,55.17,1.000,55.17
2024-03-19,S11,Bakery,Harvest Gold Pav Bun Pack of 2,45.00,-2.000,-90.00
2024-03-19,S11,Personal Care,Himalaya Bathing Soap 75g,512.89,3.000,1538.67
2024-03-19,S11,Frozen & Ready to Eat,ITC Master Chef Ready Paratha 200g,116.95,-2.000,-233.90
2024-03-19,S11,Staples & Grains,India Gate Basmati Rice 5kg,1309.22,3.000,3927.66
2024-03-19,S11,Staples & Grains,India Gate Basmati Rice 5kg,216.12,2.000,432.24
2024-03-19,S11,Staples & Grains,India Gate Chana Dal 5kg,574.62,1.000,574.62
2024-03-19,S11,Baby Care,Johnson's Diapers Large,1175.95,3.000,3527.85
2024-03-19,S11,Home Care,Lizol Dishwash Bar 500ml,220.95,1.000,220.95
2024-03-19,S11,Bakery,Local Bakery Muffin 400g,152.97,2.000,305.94
2024-03-19,S11,Bakery,Local Bakery Muffin 400g,59.57,3.000,178.71
2024-03-19,S11,Fruits & Vegetables,Local Mandi Onion 500g,142.59,2.000,285.18
2024-03-19,S11,Spices & Masala,MDH Garam Masala 500g,187.59,3.000,562.77
2024-03-19,S11,Frozen & Ready to Eat,McCain Idli Batter 200g,338.95,1.000,338.95
2024-03-19,S11,Frozen & Ready to Eat,McCain Ready Paratha 1kg,176.55,4.000,706.20
2024-03-19,S11,Dairy,Milky Mist Butter 500g,114.02,1.000,114.02
2024-03-19,S11,Dairy,Milky Mist Curd 200ml,284.95,1.000,284.95
2024-03-19,S11,Bakery,Modern Muffin 6 pc,57.95,1.000,57.95
2024-03-19,S11,Bakery,Modern Pav Bun 400g,26.95,2.000,53.90
2024-03-19,S11,Bakery,Modern Pav Bun 6 pc,71.99,1.000,71.99
2024-03-19,S11,Bakery,Modern Pav Bun 6 pc,54.76,1.000,54.76
2024-03-19,S11,Dairy,Mother Dairy Butter 200ml,345.63,1.000,345.63
2024-03-19,S11,Dairy,Mother Dairy Cheese Slices 200ml,192.10,2.000,384.20
2024-03-19,S11,Dairy,Mother Dairy Paneer 500ml,259.77,1.000,259.77
2024-03-19,S11,Dairy,Mother Dairy Toned Milk 1L,539.23,2.000,1078.46
2024-03-19,S11,Dairy,Nandini Cheese Slices 200g,302.95,3.000,908.85
2024-03-19,S11,Dairy,Nandini Toned Milk 500g,179.85,4.000,719.40
2024-03-19,S11,Confectionery,Nestle Candy Pack 25g,276.61,3.000,829.83
2024-03-19,S11,Baby Care,Pampers Baby Powder Medium,277.54,1.000,277.54
2024-03-19,S11,Beverages,Paper Boat Mineral Water 1L,314.26,2.000,628.52
2024-03-19,S11,Confectionery,Perfetti Candy Pack 50g,126.28,4.000,505.12
2024-03-19,S11,Fruits & Vegetables,Safal Carrot 500g,21.80,2.000,43.60
2024-03-19,S11,Edible Oils,Saffola Mustard Oil 2L,597.95,1.000,597.95
2024-03-19,S11,Edible Oils,Saffola Rice Bran Oil 5L,1054.95,1.000,1054.95
2024-03-19,S11,Frozen & Ready to Eat,Sumeru Ready Paratha 400g,286.03,2.000,572.06
2024-03-19,S11,Edible Oils,Sundrop Groundnut Oil 1L,827.34,4.000,3309.36
2024-03-19,S11,Edible Oils,Sundrop Rice Bran Oil 1L,421.98,2.000,843.96
2024-03-19,S11,Edible Oils,Sundrop Rice Bran Oil 5L,650.20,1.000,650.20
2024-03-19,S11,Biscuits & Snacks,Sunfeast Namkeen Mix 60g,70.95,1.000,70.95
2024-03-19,S11,Beverages,Tata Tea Cola 1L,164.15,2.000,328.30
2024-03-19,S11,Beverages,Tata Tea Mango Juice 2L,276.95,2.000,553.90
2024-03-19,S11,Biscuits & Snacks,Unibic Cream Biscuit 150g,52.95,2.000,105.90
2024-03-19,S11,Biscuits & Snacks,Unibic Khakhra 150g,75.81,-2.000,-151.62
2024-03-19,S11,Frozen & Ready to Eat,iD Fresh Idli Batter 200g,98.55,-2.000,-197.10
2024-03-19,S12,Staples & Grains,24 Mantra Poha 5kg,1394.08,2.000,2788.16
2024-03-19,S12,Staples & Grains,Aashirvaad Chana Dal 1kg,457.97,1.000,457.97
2024-03-19,S12,Dairy,Amul Butter 200g,342.92,2.000,685.84
2024-03-19,S12,Confectionery,Amul Choco Candy Pack 25g,130.95,2.000,261.90
2024-03-19,S12,Confectionery,Amul Choco Candy Pack Pack of 10,117.95,1.000,117.95
2024-03-19,S12,Dairy,Amul Paneer 200g,535.14,2.000,1070.28
2024-03-19,S12,Biscuits & Snacks,Anmol Glucose Biscuit 250g,77.90,2.000,155.80
2024-03-19,S12,Biscuits & Snacks,Anmol Namkeen Mix 60g,81.45,2.000,162.90
2024-03-19,S12,Biscuits & Snacks,Bikano Marie Gold 60g,53.87,5.000,269.35
2024-03-19,S12,Beverages,Bisleri Mineral Water 2L,341.76,1.000,341.76
2024-03-19,S12,Beverages,Bisleri Tea Leaf 500g,210.00,3.000,630.00
2024-03-19,S12,Biscuits & Snacks,Britannia Khakhra 250g,29.57,3.000,88.71
2024-03-19,S12,Beverages,Bru Cola 600ml,93.71,2.000,187.42
2024-03-19,S12,Beverages,Bru Mango Juice 250g,263.48,1.000,263.48
2024-03-19,S12,Stationery & General,Camlin A4 Paper Ream 1 pc,64.92,3.000,194.76
2024-03-19,S12,Spices & Masala,Catch Sambar Powder 50g,381.29,2.000,762.58
2024-03-19,S12,Stationery & General,Cello A4 Paper Ream Pack of 5,388.65,2.000,777.30
2024-03-19,S12,Stationery & General,Cello Ball Pen 1 pc,171.95,2.000,343.90
2024-03-19,S12,Stationery & General,Cello Pencil Box 500 sheets,75.95,3.000,227.85
2024-03-19,S12,Stationery & General,Cello Pencil Box 500 sheets,130.95,3.000,392.85
2024-03-19,S12,Stationery & General,Cello Pencil Box Pack of 5,99.16,1.000,99.16
2024-03-19,S12,Stationery & General,Classmate Ball Pen 500 sheets,262.95,1.000,262.95
2024-03-19,S12,Stationery & General,Classmate Pencil Box Pack of 5,116.79,2.000,233.58
2024-03-19,S12,Personal Care,Colgate Bathing Soap 75g,468.07,4.000,1872.28
2024-03-19,S12,Personal Care,Colgate Hair Oil 180ml,280.95,1.000,280.95
2024-03-19,S12,Home Care,Comfort Dishwash Bar 500g,484.95,2.000,969.90
2024-03-19,S12,Home Care,Comfort Fabric Conditioner 500ml,427.16,1.000,427.16
2024-03-19,S12,Home Care,Comfort Fabric Conditioner 500ml,537.96,3.000,1613.88
2024-03-19,S12,Staples & Grains,Daawat Sona Masoori Rice 1kg,527.95,1.000,527.95
2024-03-19,S12,Staples & Grains,Daawat Sona Masoori Rice 1kg,1431.80,2.000,2863.60
2024-03-19,S12,Edible Oils,Dhara Mustard Oil 1L,857.51,9.000,7717.59
2024-03-19,S12,Edible Oils,Dhara Mustard Oil 5L,208.95,2.000,417.90
2024-03-19,S12,Personal Care,Dove Hair Oil 340ml,611.95,2.000,1223.90
2024-03-19,S12,Spices & Masala,Eastern Garam Masala 200g,60.81,6.000,364.86
2024-03-19,S12,Bakery,English Oven Pav Bun 6 pc,78.61,4.000,314.44
2024-03-19,S12,Bakery,English Oven Rusk 400g,71.71,2.000,143.42
2024-03-19,S12,Spices & Masala,Everest Chilli Powder 200g,87.22,1.000,87.22
2024-03-19,S12,Spices & Masala,Everest Sambar Powder 100g,381.08,3.000,1143.24
2024-03-19,S12,Spices & Masala,Everest Sambar Powder 50g,186.95,3.000,560.85
2024-03-19,S12,Fruits & Vegetables,Farm Fresh Apple Loose,160.29,1.000,160.29
2024-03-19,S12,Fruits & Vegetables,Farm Fresh Banana Loose,235.23,3.000,705.69
2024-03-19,S12,Fruits & Vegetables,Farm Fresh Tomato 500g,136.50,1.000,136.50
2024-03-19,S12,Fruits & Vegetables,Farm Fresh Tomato Loose,334.66,1.000,334.66
2024-03-19,S12,Edible Oils,Gold Winner Mustard Oil 2L,937.37,1.000,937.37
2024-03-19,S12,Edible Oils,Gold Winner Rice Bran Oil 1L,1296.43,5.000,6482.15
2024-03-19,S12,Edible Oils,Gold Winner Rice Bran Oil 1L,1331.86,2.000,2663.72
2024-03-19,S12,Home Care,Harpic Detergent Powder 200g,78.95,1.000,78.95
2024-03-19,S12,Dairy,Heritage Paneer 1L,120.10,1.000,120.10
2024-03-19,S12,Personal Care,Himalaya Hair Oil 340ml,576.50,1.000,576.50
2024-03-19,S12,Personal Care,Himalaya Hair Oil 340ml,264.60,2.000,529.20
2024-03-19,S12,Personal Care,Himalaya Toothpaste 100g,435.95,1.000,435.95
2024-03-19,S12,Baby Care,Huggies Baby Powder Small,1073.90,2.000,2147.80
2024-03-19,S12,Frozen & Ready to Eat,ITC Master Chef Frozen Peas 400g,294.49,2.000,588.98
2024-03-19,S12,Frozen & Ready to Eat,ITC Master Chef Ready Paratha 1kg,259.95,1.000,259.95
2024-03-19,S12,Frozen & Ready to Eat,ITC Master Chef Ready Paratha 400g,136.95,1.000,136.95
2024-03-19,S12,Staples & Grains,India Gate Basmati Rice 5kg,1309.22,2.000,2618.44
2024-03-19,S12,Staples & Grains,India Gate Toor Dal 1kg,771.81,2.000,1543.62
2024-03-19,S12,Baby Care,Johnson's Baby Powder Small,437.01,1.000,437.01
2024-03-19,S12,Bakery,Local Bakery Muffin 400g,59.57,2.000,119.14
2024-03-19,S12,Bakery,Local Bakery Pav Bun 400g,37.95,1.000,37.95
2024-03-19,S12,Bakery,Local Bakery Rusk Pack of 2,118.59,1.000,118.59
2024-03-19,S12,Bakery,Local Bakery Sandwich Bread Pack of 2,107.37,2.000,214.74
2024-03-19,S12,Bakery,Local Bakery Sandwich Bread Pack of 2,52.95,3.000,158.85
2024-03-19,S12,Fruits & Vegetables,Local Mandi Apple Loose,224.83,2.000,449.66
2024-03-19,S12,Fruits & Vegetables,Local Mandi Carrot 500g,172.95,1.000,172.95
2024-03-19,S12,Personal Care,Mamaearth Face Wash 100g,402.85,3.000,1208.55
2024-03-19,S12,Personal Care,Mamaearth Toothpaste 75g,393.95,2.000,787.90
2024-03-19,S12,Baby Care,Mamypoko Baby Wipes Medium,662.70,1.000,662.70
2024-03-19,S12,Frozen & Ready to Eat,McCain French Fries 200g,425.51,1.000,425.51
2024-03-19,S12,Frozen & Ready to Eat,McCain Idli Batter 200g,346.95,1.000,346.95
2024-03-19,S12,Frozen & Ready to Eat,McCain Idli Batter 200g,73.95,3.000,221.85
2024-03-19,S12,Bakery,Modern Pav Bun 400g,26.95,2.000,53.90
2024-03-19,S12,Dairy,Mother Dairy Butter 200ml,214.54,2.000,429.08
2024-03-19,S12,Dairy,Nandini Ghee 1L,395.95,2.000,791.90
2024-03-19,S12,Dairy,Nandini Ghee 500ml,345.21,4.000,1380.84
2024-03-19,S12,Dairy,Nandini Toned Milk 500ml,380.06,1.000,380.06
2024-03-19,S12,Stationery & General,Nataraj Ball Pen 500 sheets,107.33,3.000,321.99
2024-03-19,S12,Stationery & General,Nataraj Ball Pen 500 sheets,325.58,3.000,976.74
2024-03-19,S12,Confectionery,Nestle Dark Chocolate Pack of 10,35.56,1.000,35.56
2024-03-19,S12,Confectionery,Nestle Milk Chocolate Pack of 10,232.84,2.000,465.68
2024-03-19,S12,Personal Care,Nivea Bathing Soap 340ml,561.95,2.000,1123.90
2024-03-19,S12,Personal Care,Nivea Hair Oil 100g,561.95,2.000,1123.90
2024-03-19,S12,Personal Care,Nivea Shampoo 340ml,236.27,2.000,472.54
2024-03-19,S12,Baby Care,Pampers Baby Powder Medium,277.54,3.000,832.62
2024-03-19,S12,Baby Care,Pampers Baby Powder XL,1101.93,2.000,2203.86
2024-03-19,S12,Baby Care,Pampers Diapers XL,692.51,2.000,1385.02
2024-03-19,S12,Beverages,Paper Boat Mango Juice 600ml,208.34,4.000,833.36
2024-03-19,S12,Personal Care,Patanjali Body Lotion 100g,257.07,3.000,771.21
2024-03-19,S12,Confectionery,Perfetti Candy Pack 50g,68.79,3.000,206.37
2024-03-19,S12,Confectionery,Perfetti Dark Chocolate 25g,102.36,1.000,102.36
2024-03-19,S12,Beverages,Real Mango Juice 2L,406.45,1.000,406.45
2024-03-19,S12,Beverages,Real Soda 600ml,218.64,1.000,218.64
2024-03-19,S12,Fruits & Vegetables,Safal Apple 1kg,298.27,1.000,298.27
2024-03-19,S12,Fruits & Vegetables,Safal Apple 1kg,287.33,2.000,574.66
2024-03-19,S12,Fruits & Vegetables,Safal Carrot 500g,123.06,1.000,123.06
2024-03-19,S12,Fruits & Vegetables,Safal Carrot Loose,67.32,3.000,201.96
2024-03-19,S12,Fruits & Vegetables,Safal Carrot Loose,239.51,1.000,239.51
2024-03-19,S12,Edible Oils,Saffola Sunflower Oil 2L,143.38,2.000,286.76
2024-03-19,S12,Frozen & Ready to Eat,Sumeru Frozen Peas 1kg,305.48,2.000,610.96
2024-03-19,S12,Frozen & Ready to Eat,Sumeru Frozen Peas 1kg,364.54,3.000,1093.62
2024-03-19,S12,Frozen & Ready to Eat,Sumeru Frozen Peas 1kg,352.98,2.000,705.96
2024-03-19,S12,Frozen & Ready to Eat,Sumeru Frozen Peas 200g,147.48,3.000,442.44
2024-03-19,S12,Frozen & Ready to Eat,Sumeru Ready Paratha 1kg,389.72,1.000,389.72
2024-03-19,S12,Edible Oils,Sundrop Groundnut Oil 1L,827.34,3.000,2482.02
2024-03-19,S12,Edible Oils,Sundrop Groundnut Oil 2L,855.55,5.000,4277.75
2024-03-19,S12,Biscuits & Snacks,Sunfeast Marie Gold 400g,44.54,4.000,178.16
2024-03-19,S12,Biscuits & Snacks,Sunfeast Namkeen Mix 250g,100.63,1.000,100.63
2024-03-19,S12,Home Care,Surf Excel Fabric Conditioner 500ml,518.86,2.000,1037.72
2024-03-19,S12,Beverages,Tata Tea Instant Coffee 2L,418.95,2.000,837.90
2024-03-19,S12,Beverages,Thums Up Mineral Water 1L,460.11,1.000,460.11
2024-03-19,S12,Biscuits & Snacks,Unibic Cookies 60g,84.80,4.000,339.20
2024-03-19,S12,Home Care,Vim Fabric Conditioner 200g,201.95,4.000,807.80
2024-03-19,S12,Frozen & Ready to Eat,iD Fresh French Fries 1kg,192.67,2.000,385.34
2024-03-19,S12,Frozen & Ready to Eat,iD Fresh Idli Batter 200g,100.45,2.000,200.90
2024-03-19,S12,Frozen & Ready to Eat,iD Fresh Ready Paratha 200g,257.95,1.000,257.95
2024-03-20,S01,Staples & Grains,24 Mantra Sona Masoori Rice 10kg,270.89,5.000,1354.45
2024-03-20,S01,Staples & Grains,24 Mantra Whole Wheat Atta 1kg,521.19,1.000,521.19
2024-03-20,S01,Spices & Masala,Aachi Sambar Powder 500g,225.19,2.000,450.38
2024-03-20,S01,Spices & Masala,Aachi Sambar Powder 500g,219.41,1.000,219.41
2024-03-20,S01,Spices & Masala,Aachi Turmeric Powder 50g,248.44,1.000,248.44
2024-03-20,S01,Staples & Grains,Aashirvaad Basmati Rice 5kg,137.26,1.000,137.26
2024-03-20,S01,Staples & Grains,Aashirvaad Sona Masoori Rice 10kg,1110.62,1.000,1110.62
2024-03-20,S01,Confectionery,Amul Choco Candy Pack 25g,130.95,4.000,523.80
2024-03-20,S01,Confectionery,Amul Choco Milk Chocolate Pack of 10,163.86,1.000,163.86
2024-03-20,S01,Dairy,Amul Paneer 200g,404.48,2.000,808.96
2024-03-20,S01,Beverages,Bisleri Tea Leaf 250g,277.95,3.000,833.85
