store_id,store_name,category_name,day_of_week,business_month,revenue_inr
S08,Annapurna Satellite,Spices & Masala,Monday,2024-10,6800.39
S08,Annapurna Satellite,Spices & Masala,Saturday,2024-10,22877.87
S08,Annapurna Satellite,Spices & Masala,Sunday,2024-10,21193.39
S08,Annapurna Satellite,Spices & Masala,Thursday,2024-10,14174.68
S08,Annapurna Satellite,Spices & Masala,Tuesday,2024-10,24037.81
S08,Annapurna Satellite,Spices & Masala,Wednesday,2024-10,21285.01
S08,Annapurna Satellite,Staples & Grains,Friday,2024-10,61001.07
S08,Annapurna Satellite,Staples & Grains,Monday,2024-10,44128.98
S08,Annapurna Satellite,Staples & Grains,Saturday,2024-10,111372.77
S08,Annapurna Satellite,Staples & Grains,Sunday,2024-10,86417.19
S08,Annapurna Satellite,Staples & Grains,Thursday,2024-10,65141.79
S08,Annapurna Satellite,Staples & Grains,Tuesday,2024-10,121316.14
S08,Annapurna Satellite,Staples & Grains,Wednesday,2024-10,103566.14
S08,Annapurna Satellite,Stationery & General,Friday,2024-10,14789.80
S08,Annapurna Satellite,Stationery & General,Monday,2024-10,21834.21
S08,Annapurna Satellite,Stationery & General,Saturday,2024-10,34043.30
S08,Annapurna Satellite,Stationery & General,Sunday,2024-10,34472.92
S08,Annapurna Satellite,Stationery & General,Thursday,2024-10,20113.11
S08,Annapurna Satellite,Stationery & General,Tuesday,2024-10,27357.93
S08,Annapurna Satellite,Stationery & General,Wednesday,2024-10,18740.27
S09,Annapurna Vaishali,Baby Care,Friday,2024-10,98746.68
S09,Annapurna Vaishali,Baby Care,Monday,2024-10,48624.81
S09,Annapurna Vaishali,Baby Care,Saturday,2024-10,88548.23
S09,Annapurna Vaishali,Baby Care,Sunday,2024-10,99941.68
S09,Annapurna Vaishali,Baby Care,Thursday,2024-10,73921.48
S09,Annapurna Vaishali,Baby Care,Tuesday,2024-10,37068.83
S09,Annapurna Vaishali,Baby Care,Wednesday,2024-10,67803.68
S09,Annapurna Vaishali,Bakery,Friday,2024-10,9168.79
S09,Annapurna Vaishali,Bakery,Monday,2024-10,6032.06
S09,Annapurna Vaishali,Bakery,Saturday,2024-10,14144.84
S09,Annapurna Vaishali,Bakery,Sunday,2024-10,10398.99
S09,Annapurna Vaishali,Bakery,Thursday,2024-10,9035.16
S09,Annapurna Vaishali,Bakery,Tuesday,2024-10,7866.97
S09,Annapurna Vaishali,Bakery,Wednesday,2024-10,9041.37
S09,Annapurna Vaishali,Beverages,Friday,2024-10,26846.24
S09,Annapurna Vaishali,Beverages,Monday,2024-10,14581.90
S09,Annapurna Vaishali,Beverages,Saturday,2024-10,27054.29
S09,Annapurna Vaishali,Beverages,Sunday,2024-10,24298.55
S09,Annapurna Vaishali,Beverages,Thursday,2024-10,21674.78
S09,Annapurna Vaishali,Beverages,Tuesday,2024-10,13105.27
S09,Annapurna Vaishali,Beverages,Wednesday,2024-10,23990.63
S09,Annapurna Vaishali,Biscuits & Snacks,Friday,2024-10,5587.05
S09,Annapurna Vaishali,Biscuits & Snacks,Monday,2024-10,5421.00
S09,Annapurna Vaishali,Biscuits & Snacks,Saturday,2024-10,7983.04
S09,Annapurna Vaishali,Biscuits & Snacks,Sunday,2024-10,6045.79
S09,Annapurna Vaishali,Biscuits & Snacks,Thursday,2024-10,3780.62
S09,Annapurna Vaishali,Biscuits & Snacks,Tuesday,2024-10,3101.06
S09,Annapurna Vaishali,Biscuits & Snacks,Wednesday,2024-10,8313.42
S09,Annapurna Vaishali,Confectionery,Friday,2024-10,19249.48
S09,Annapurna Vaishali,Confectionery,Monday,2024-10,10408.48
S09,Annapurna Vaishali,Confectionery,Saturday,2024-10,15875.93
S09,Annapurna Vaishali,Confectionery,Sunday,2024-10,12511.12
S09,Annapurna Vaishali,Confectionery,Thursday,2024-10,16046.78
S09,Annapurna Vaishali,Confectionery,Tuesday,2024-10,8601.01
S09,Annapurna Vaishali,Confectionery,Wednesday,2024-10,18056.82
S09,Annapurna Vaishali,Dairy,Friday,2024-10,28408.18
S09,Annapurna Vaishali,Dairy,Monday,2024-10,23221.72
S09,Annapurna Vaishali,Dairy,Saturday,2024-10,35325.87
S09,Annapurna Vaishali,Dairy,Sunday,2024-10,37039.42
S09,Annapurna Vaishali,Dairy,Thursday,2024-10,22217.68
S09,Annapurna Vaishali,Dairy,Tuesday,2024-10,24483.30
S09,Annapurna Vaishali,Dairy,Wednesday,2024-10,30635.04
S09,Annapurna Vaishali,Edible Oils,Friday,2024-10,80180.97
S09,Annapurna Vaishali,Edible Oils,Monday,2024-10,44777.27
S09,Annapurna Vaishali,Edible Oils,Saturday,2024-10,92059.00
S09,Annapurna Vaishali,Edible Oils,Sunday,2024-10,89299.99
S09,Annapurna Vaishali,Edible Oils,Thursday,2024-10,44191.12
S09,Annapurna Vaishali,Edible Oils,Tuesday,2024-10,55070.48
S09,Annapurna Vaishali,Edible Oils,Wednesday,2024-10,52694.55
S09,Annapurna Vaishali,Frozen & Ready to Eat,Friday,2024-10,29968.61
S09,Annapurna Vaishali,Frozen & Ready to Eat,Monday,2024-10,23672.54
S09,Annapurna Vaishali,Frozen & Ready to Eat,Saturday,2024-10,26891.58
S09,Annapurna Vaishali,Frozen & Ready to Eat,Sunday,2024-10,18352.65
S09,Annapurna Vaishali,Frozen & Ready to Eat,Thursday,2024-10,19822.24
S09,Annapurna Vaishali,Frozen & Ready to Eat,Tuesday,2024-10,22629.50
S09,Annapurna Vaishali,Frozen & Ready to Eat,Wednesday,2024-10,16249.92
S09,Annapurna Vaishali,Fruits & Vegetables,Friday,2024-10,11667.83
S09,Annapurna Vaishali,Fruits & Vegetables,Monday,2024-10,6623.27
S09,Annapurna Vaishali,Fruits & Vegetables,Saturday,2024-10,16411.81
S09,Annapurna Vaishali,Fruits & Vegetables,Sunday,2024-10,13464.76
S09,Annapurna Vaishali,Fruits & Vegetables,Thursday,2024-10,6727.55
S09,Annapurna Vaishali,Fruits & Vegetables,Tuesday,2024-10,7410.53
S09,Annapurna Vaishali,Fruits & Vegetables,Wednesday,2024-10,13381.63
S09,Annapurna Vaishali,Home Care,Friday,2024-10,32905.62
S09,Annapurna Vaishali,Home Care,Monday,2024-10,11418.86
S09,Annapurna Vaishali,Home Care,Saturday,2024-10,27131.21
S09,Annapurna Vaishali,Home Care,Sunday,2024-10,21716.39
S09,Annapurna Vaishali,Home Care,Thursday,2024-10,20636.71
S09,Annapurna Vaishali,Home Care,Tuesday,2024-10,10791.23
S09,Annapurna Vaishali,Home Care,Wednesday,2024-10,23159.90
S09,Annapurna Vaishali,Personal Care,Friday,2024-10,33263.47
S09,Annapurna Vaishali,Personal Care,Monday,2024-10,20879.50
S09,Annapurna Vaishali,Personal Care,Saturday,2024-10,32964.70
S09,Annapurna Vaishali,Personal Care,Sunday,2024-10,33377.67
S09,Annapurna Vaishali,Personal Care,Thursday,2024-10,20932.01
S09,Annapurna Vaishali,Personal Care,Tuesday,2024-10,19418.01
S09,Annapurna Vaishali,Personal Care,Wednesday,2024-10,36587.35
S09,Annapurna Vaishali,Spices & Masala,Friday,2024-10,18025.00
S09,Annapurna Vaishali,Spices & Masala,Monday,2024-10,13248.31
S09,Annapurna Vaishali,Spices & Masala,Saturday,2024-10,14917.91
S09,Annapurna Vaishali,Spices & Masala,Sunday,2024-10,15670.84
S09,Annapurna Vaishali,Spices & Masala,Thursday,2024-10,13919.30
S09,Annapurna Vaishali,Spices & Masala,Tuesday,2024-10,14175.27
S09,Annapurna Vaishali,Spices & Masala,Wednesday,2024-10,16166.03
S09,Annapurna Vaishali,Staples & Grains,Friday,2024-10,87653.52
S09,Annapurna Vaishali,Staples & Grains,Monday,2024-10,42232.81
S09,Annapurna Vaishali,Staples & Grains,Saturday,2024-10,119257.73
S09,Annapurna Vaishali,Staples & Grains,Sunday,2024-10,68006.02
S09,Annapurna Vaishali,Staples & Grains,Thursday,2024-10,45349.39
S09,Annapurna Vaishali,Staples & Grains,Tuesday,2024-10,42609.81
S09,Annapurna Vaishali,Staples & Grains,Wednesday,2024-10,86371.61
S09,Annapurna Vaishali,Stationery & General,Friday,2024-10,23301.24
S09,Annapurna Vaishali,Stationery & General,Monday,2024-10,18329.10
S09,Annapurna Vaishali,Stationery & General,Saturday,2024-10,25666.00
S09,Annapurna Vaishali,Stationery & General,Sunday,2024-10,21037.76
S09,Annapurna Vaishali,Stationery & General,Thursday,2024-10,23592.90
S09,Annapurna Vaishali,Stationery & General,Tuesday,2024-10,16691.61
S09,Annapurna Vaishali,Stationery & General,Wednesday,2024-10,21804.12
S10,Annapurna Rajouri Garden,Baby Care,Friday,2024-10,151347.84
S10,Annapurna Rajouri Garden,Baby Care,Monday,2024-10,127327.58
S10,Annapurna Rajouri Garden,Baby Care,Saturday,2024-10,177554.54
S10,Annapurna Rajouri Garden,Baby Care,Sunday,2024-10,184690.68
S10,Annapurna Rajouri Garden,Baby Care,Thursday,2024-10,202304.57
S10,Annapurna Rajouri Garden,Baby Care,Tuesday,2024-10,104872.53
S10,Annapurna Rajouri Garden,Baby Care,Wednesday,2024-10,122047.00
S10,Annapurna Rajouri Garden,Bakery,Friday,2024-10,27353.68
S10,Annapurna Rajouri Garden,Bakery,Monday,2024-10,16688.29
S10,Annapurna Rajouri Garden,Bakery,Saturday,2024-10,28905.79
S10,Annapurna Rajouri Garden,Bakery,Sunday,2024-10,29765.84
S10,Annapurna Rajouri Garden,Bakery,Thursday,2024-10,25403.05
S10,Annapurna Rajouri Garden,Bakery,Tuesday,2024-10,14399.72
S10,Annapurna Rajouri Garden,Bakery,Wednesday,2024-10,18210.16
S10,Annapurna Rajouri Garden,Beverages,Friday,2024-10,33067.36
S10,Annapurna Rajouri Garden,Beverages,Monday,2024-10,42067.39
S10,Annapurna Rajouri Garden,Beverages,Saturday,2024-10,40087.32
S10,Annapurna Rajouri Garden,Beverages,Sunday,2024-10,67644.65
S10,Annapurna Rajouri Garden,Beverages,Thursday,2024-10,45920.74
S10,Annapurna Rajouri Garden,Beverages,Tuesday,2024-10,28037.26
S10,Annapurna Rajouri Garden,Beverages,Wednesday,2024-10,33764.78
S10,Annapurna Rajouri Garden,Biscuits & Snacks,Friday,2024-10,12296.26
S10,Annapurna Rajouri Garden,Biscuits & Snacks,Monday,2024-10,9554.09
S10,Annapurna Rajouri Garden,Biscuits & Snacks,Saturday,2024-10,15845.30
S10,Annapurna Rajouri Garden,Biscuits & Snacks,Sunday,2024-10,15711.10
S10,Annapurna Rajouri Garden,Biscuits & Snacks,Thursday,2024-10,13841.90
S10,Annapurna Rajouri Garden,Biscuits & Snacks,Tuesday,2024-10,9175.83
S10,Annapurna Rajouri Garden,Biscuits & Snacks,Wednesday,2024-10,11704.10
S10,Annapurna Rajouri Garden,Confectionery,Friday,2024-10,39098.29
S10,Annapurna Rajouri Garden,Confectionery,Monday,2024-10,20373.34
S10,Annapurna Rajouri Garden,Confectionery,Saturday,2024-10,45957.94
S10,Annapurna Rajouri Garden,Confectionery,Sunday,2024-10,31144.38
S10,Annapurna Rajouri Garden,Confectionery,Thursday,2024-10,30349.95
S10,Annapurna Rajouri Garden,Confectionery,Tuesday,2024-10,20344.03
S10,Annapurna Rajouri Garden,Confectionery,Wednesday,2024-10,23997.41
S10,Annapurna Rajouri Garden,Dairy,Friday,2024-10,63075.82
S10,Annapurna Rajouri Garden,Dairy,Monday,2024-10,51564.20
S10,Annapurna Rajouri Garden,Dairy,Saturday,2024-10,96726.39
S10,Annapurna Rajouri Garden,Dairy,Sunday,2024-10,88021.78
S10,Annapurna Rajouri Garden,Dairy,Thursday,2024-10,77069.55
S10,Annapurna Rajouri Garden,Dairy,Tuesday,2024-10,55658.95
S10,Annapurna Rajouri Garden,Dairy,Wednesday,2024-10,63403.93
S10,Annapurna Rajouri Garden,Edible Oils,Friday,2024-10,137283.48
S10,Annapurna Rajouri Garden,Edible Oils,Monday,2024-10,100221.36
S10,Annapurna Rajouri Garden,Edible Oils,Saturday,2024-10,195531.44
S10,Annapurna Rajouri Garden,Edible Oils,Sunday,2024-10,164276.06
S10,Annapurna Rajouri Garden,Edible Oils,Thursday,2024-10,164371.61
S10,Annapurna Rajouri Garden,Edible Oils,Tuesday,2024-10,133065.82
S10,Annapurna Rajouri Garden,Edible Oils,Wednesday,2024-10,132273.19
S10,Annapurna Rajouri Garden,Frozen & Ready to Eat,Friday,2024-10,44544.21
S10,Annapurna Rajouri Garden,Frozen & Ready to Eat,Monday,2024-10,45176.90
S10,Annapurna Rajouri Garden,Frozen & Ready to Eat,Saturday,2024-10,60734.93
S10,Annapurna Rajouri Garden,Frozen & Ready to Eat,Sunday,2024-10,63403.38
S10,Annapurna Rajouri Garden,Frozen & Ready to Eat,Thursday,2024-10,59022.68
S10,Annapurna Rajouri Garden,Frozen & Ready to Eat,Tuesday,2024-10,42306.54
S10,Annapurna Rajouri Garden,Frozen & Ready to Eat,Wednesday,2024-10,45662.78
S10,Annapurna Rajouri Garden,Fruits & Vegetables,Friday,2024-10,27199.99
S10,Annapurna Rajouri Garden,Fruits & Vegetables,Monday,2024-10,17367.25
S10,Annapurna Rajouri Garden,Fruits & Vegetables,Saturday,2024-10,28986.50
S10,Annapurna Rajouri Garden,Fruits & Vegetables,Sunday,2024-10,34216.15
S10,Annapurna Rajouri Garden,Fruits & Vegetables,Thursday,2024-10,27585.25
S10,Annapurna Rajouri Garden,Fruits & Vegetables,Tuesday,2024-10,24900.69
S10,Annapurna Rajouri Garden,Fruits & Vegetables,Wednesday,2024-10,23129.58
S10,Annapurna Rajouri Garden,Home Care,Friday,2024-10,68881.71
S10,Annapurna Rajouri Garden,Home Care,Monday,2024-10,39212.13
S10,Annapurna Rajouri Garden,Home Care,Saturday,2024-10,59378.67
S10,Annapurna Rajouri Garden,Home Care,Sunday,2024-10,72044.94
S10,Annapurna Rajouri Garden,Home Care,Thursday,2024-10,45756.24
S10,Annapurna Rajouri Garden,Home Care,Tuesday,2024-10,46438.97
S10,Annapurna Rajouri Garden,Home Care,Wednesday,2024-10,31353.57
S10,Annapurna Rajouri Garden,Personal Care,Friday,2024-10,73669.96
S10,Annapurna Rajouri Garden,Personal Care,Monday,2024-10,46872.10
S10,Annapurna Rajouri Garden,Personal Care,Saturday,2024-10,92625.89
S10,Annapurna Rajouri Garden,Personal Care,Sunday,2024-10,71855.54
S10,Annapurna Rajouri Garden,Personal Care,Thursday,2024-10,63723.83
S10,Annapurna Rajouri Garden,Personal Care,Tuesday,2024-10,47057.74
S10,Annapurna Rajouri Garden,Personal Care,Wednesday,2024-10,87898.82
S10,Annapurna Rajouri Garden,Spices & Masala,Friday,2024-10,33635.47
S10,Annapurna Rajouri Garden,Spices & Masala,Monday,2024-10,24977.10
S10,Annapurna Rajouri Garden,Spices & Masala,Saturday,2024-10,43726.10
S10,Annapurna Rajouri Garden,Spices & Masala,Sunday,2024-10,35389.94
S10,Annapurna Rajouri Garden,Spices & Masala,Thursday,2024-10,27775.05
S10,Annapurna Rajouri Garden,Spices & Masala,Tuesday,2024-10,31157.99
S10,Annapurna Rajouri Garden,Spices & Masala,Wednesday,2024-10,27422.60
S10,Annapurna Rajouri Garden,Staples & Grains,Friday,2024-10,179911.40
S10,Annapurna Rajouri Garden,Staples & Grains,Monday,2024-10,171798.81
S10,Annapurna Rajouri Garden,Staples & Grains,Saturday,2024-10,165069.39
S10,Annapurna Rajouri Garden,Staples & Grains,Sunday,2024-10,234963.28
S10,Annapurna Rajouri Garden,Staples & Grains,Thursday,2024-10,188817.45
S10,Annapurna Rajouri Garden,Staples & Grains,Tuesday,2024-10,121437.21
S10,Annapurna Rajouri Garden,Staples & Grains,Wednesday,2024-10,123802.54
S10,Annapurna Rajouri Garden,Stationery & General,Friday,2024-10,64239.14
S10,Annapurna Rajouri Garden,Stationery & General,Monday,2024-10,37773.63
S10,Annapurna Rajouri Garden,Stationery & General,Saturday,2024-10,54602.65
S10,Annapurna Rajouri Garden,Stationery & General,Sunday,2024-10,59556.84
S10,Annapurna Rajouri Garden,Stationery & General,Thursday,2024-10,46777.41
S10,Annapurna Rajouri Garden,Stationery & General,Tuesday,2024-10,35431.88
S10,Annapurna Rajouri Garden,Stationery & General,Wednesday,2024-10,40750.58
S11,Annapurna Gomti Nagar,Baby Care,Friday,2024-10,103056.00
S11,Annapurna Gomti Nagar,Baby Care,Monday,2024-10,53713.02
S11,Annapurna Gomti Nagar,Baby Care,Saturday,2024-10,81584.83
S11,Annapurna Gomti Nagar,Baby Care,Sunday,2024-10,95937.08
S11,Annapurna Gomti Nagar,Baby Care,Thursday,2024-10,80726.87
S11,Annapurna Gomti Nagar,Baby Care,Tuesday,2024-10,66309.06
S11,Annapurna Gomti Nagar,Baby Care,Wednesday,2024-10,88525.99
S11,Annapurna Gomti Nagar,Bakery,Friday,2024-10,8981.29
S11,Annapurna Gomti Nagar,Bakery,Monday,2024-10,8468.49
S11,Annapurna Gomti Nagar,Bakery,Saturday,2024-10,17386.95
S11,Annapurna Gomti Nagar,Bakery,Sunday,2024-10,21859.78
S11,Annapurna Gomti Nagar,Bakery,Thursday,2024-10,11846.81
S11,Annapurna Gomti Nagar,Bakery,Tuesday,2024-10,8093.70
S11,Annapurna Gomti Nagar,Bakery,Wednesday,2024-10,10752.34
S11,Annapurna Gomti Nagar,Beverages,Friday,2024-10,24417.82
S11,Annapurna Gomti Nagar,Beverages,Monday,2024-10,15221.66
S11,Annapurna Gomti Nagar,Beverages,Saturday,2024-10,34204.45
S11,Annapurna Gomti Nagar,Beverages,Sunday,2024-10,26712.54
S11,Annapurna Gomti Nagar,Beverages,Thursday,2024-10,28341.15
S11,Annapurna Gomti Nagar,Beverages,Tuesday,2024-10,13715.50
S11,Annapurna Gomti Nagar,Beverages,Wednesday,2024-10,26945.54
S11,Annapurna Gomti Nagar,Biscuits & Snacks,Friday,2024-10,7058.10
S11,Annapurna Gomti Nagar,Biscuits & Snacks,Monday,2024-10,6770.44
S11,Annapurna Gomti Nagar,Biscuits & Snacks,Saturday,2024-10,9230.71
S11,Annapurna Gomti Nagar,Biscuits & Snacks,Sunday,2024-10,6074.84
S11,Annapurna Gomti Nagar,Biscuits & Snacks,Thursday,2024-10,4580.15
S11,Annapurna Gomti Nagar,Biscuits & Snacks,Tuesday,2024-10,5525.69
S11,Annapurna Gomti Nagar,Biscuits & Snacks,Wednesday,2024-10,5318.92
S11,Annapurna Gomti Nagar,Confectionery,Friday,2024-10,16020.87
S11,Annapurna Gomti Nagar,Confectionery,Monday,2024-10,11081.31
S11,Annapurna Gomti Nagar,Confectionery,Saturday,2024-10,12082.68
S11,Annapurna Gomti Nagar,Confectionery,Sunday,2024-10,21748.54
S11,Annapurna Gomti Nagar,Confectionery,Thursday,2024-10,14501.03
S11,Annapurna Gomti Nagar,Confectionery,Tuesday,2024-10,11038.61
S11,Annapurna Gomti Nagar,Confectionery,Wednesday,2024-10,18333.26
S11,Annapurna Gomti Nagar,Dairy,Friday,2024-10,35879.67
S11,Annapurna Gomti Nagar,Dairy,Monday,2024-10,31352.66
S11,Annapurna Gomti Nagar,Dairy,Saturday,2024-10,46300.94
S11,Annapurna Gomti Nagar,Dairy,Sunday,2024-10,43208.06
S11,Annapurna Gomti Nagar,Dairy,Thursday,2024-10,30456.16
S11,Annapurna Gomti Nagar,Dairy,Tuesday,2024-10,24020.35
S11,Annapurna Gomti Nagar,Dairy,Wednesday,2024-10,26539.55
S11,Annapurna Gomti Nagar,Edible Oils,Friday,2024-10,90746.54
S11,Annapurna Gomti Nagar,Edible Oils,Monday,2024-10,51654.71
S11,Annapurna Gomti Nagar,Edible Oils,Saturday,2024-10,82102.57
S11,Annapurna Gomti Nagar,Edible Oils,Sunday,2024-10,83520.72
S11,Annapurna Gomti Nagar,Edible Oils,Thursday,2024-10,72159.16
S11,Annapurna Gomti Nagar,Edible Oils,Tuesday,2024-10,55933.54
S11,Annapurna Gomti Nagar,Edible Oils,Wednesday,2024-10,61314.81
S11,Annapurna Gomti Nagar,Frozen & Ready to Eat,Friday,2024-10,33952.80
S11,Annapurna Gomti Nagar,Frozen & Ready to Eat,Monday,2024-10,15415.99
S11,Annapurna Gomti Nagar,Frozen & Ready to Eat,Saturday,2024-10,42140.37
S11,Annapurna Gomti Nagar,Frozen & Ready to Eat,Sunday,2024-10,38559.65
S11,Annapurna Gomti Nagar,Frozen & Ready to Eat,Thursday,2024-10,26876.85
S11,Annapurna Gomti Nagar,Frozen & Ready to Eat,Tuesday,2024-10,25260.48
S11,Annapurna Gomti Nagar,Frozen & Ready to Eat,Wednesday,2024-10,23857.14
S11,Annapurna Gomti Nagar,Fruits & Vegetables,Friday,2024-10,16738.34
S11,Annapurna Gomti Nagar,Fruits & Vegetables,Monday,2024-10,9941.94
S11,Annapurna Gomti Nagar,Fruits & Vegetables,Saturday,2024-10,19443.34
S11,Annapurna Gomti Nagar,Fruits & Vegetables,Sunday,2024-10,20034.92
S11,Annapurna Gomti Nagar,Fruits & Vegetables,Thursday,2024-10,15298.45
S11,Annapurna Gomti Nagar,Fruits & Vegetables,Tuesday,2024-10,14807.89
S11,Annapurna Gomti Nagar,Fruits & Vegetables,Wednesday,2024-10,13264.05
S11,Annapurna Gomti Nagar,Home Care,Friday,2024-10,25620.83
S11,Annapurna Gomti Nagar,Home Care,Monday,2024-10,25966.75
S11,Annapurna Gomti Nagar,Home Care,Saturday,2024-10,33302.12
S11,Annapurna Gomti Nagar,Home Care,Sunday,2024-10,35223.79
S11,Annapurna Gomti Nagar,Home Care,Thursday,2024-10,30627.03
S11,Annapurna Gomti Nagar,Home Care,Tuesday,2024-10,17844.32
S11,Annapurna Gomti Nagar,Home Care,Wednesday,2024-10,28852.96
S11,Annapurna Gomti Nagar,Personal Care,Friday,2024-10,41970.35
S11,Annapurna Gomti Nagar,Personal Care,Monday,2024-10,36506.03
S11,Annapurna Gomti Nagar,Personal Care,Saturday,2024-10,40631.39
S11,Annapurna Gomti Nagar,Personal Care,Sunday,2024-10,43774.13
S11,Annapurna Gomti Nagar,Personal Care,Thursday,2024-10,35265.18
S11,Annapurna Gomti Nagar,Personal Care,Tuesday,2024-10,19887.28
S11,Annapurna Gomti Nagar,Personal Care,Wednesday,2024-10,37022.82
S11,Annapurna Gomti Nagar,Spices & Masala,Friday,2024-10,17049.73
S11,Annapurna Gomti Nagar,Spices & Masala,Monday,2024-10,11372.86
S11,Annapurna Gomti Nagar,Spices & Masala,Saturday,2024-10,18135.60
S11,Annapurna Gomti Nagar,Spices & Masala,Sunday,2024-10,18846.96
S11,Annapurna Gomti Nagar,Spices & Masala,Thursday,2024-10,15092.53
S11,Annapurna Gomti Nagar,Spices & Masala,Tuesday,2024-10,15703.21
S11,Annapurna Gomti Nagar,Spices & Masala,Wednesday,2024-10,9525.98
S11,Annapurna Gomti Nagar,Staples & Grains,Friday,2024-10,88156.87
S11,Annapurna Gomti Nagar,Staples & Grains,Monday,2024-10,57181.80
S11,Annapurna Gomti Nagar,Staples & Grains,Saturday,2024-10,107459.67
S11,Annapurna Gomti Nagar,Staples & Grains,Sunday,2024-10,158057.23
S11,Annapurna Gomti Nagar,Staples & Grains,Thursday,2024-10,81212.63
S11,Annapurna Gomti Nagar,Staples & Grains,Tuesday,2024-10,84918.02
S11,Annapurna Gomti Nagar,Staples & Grains,Wednesday,2024-10,90804.23
S11,Annapurna Gomti Nagar,Stationery & General,Friday,2024-10,32434.36
S11,Annapurna Gomti Nagar,Stationery & General,Monday,2024-10,19410.47
S11,Annapurna Gomti Nagar,Stationery & General,Saturday,2024-10,38298.50
S11,Annapurna Gomti Nagar,Stationery & General,Sunday,2024-10,32590.57
S11,Annapurna Gomti Nagar,Stationery & General,Thursday,2024-10,24032.85
S11,Annapurna Gomti Nagar,Stationery & General,Tuesday,2024-10,20530.83
S11,Annapurna Gomti Nagar,Stationery & General,Wednesday,2024-10,25084.12
S12,Annapurna Salt Lake,Baby Care,Friday,2024-10,116700.98
S12,Annapurna Salt Lake,Baby Care,Monday,2024-10,59485.88
S12,Annapurna Salt Lake,Baby Care,Saturday,2024-10,181330.23
S12,Annapurna Salt Lake,Baby Care,Sunday,2024-10,94417.71
S12,Annapurna Salt Lake,Baby Care,Thursday,2024-10,93509.75
S12,Annapurna Salt Lake,Baby Care,Tuesday,2024-10,108830.02
S12,Annapurna Salt Lake,Baby Care,Wednesday,2024-10,113521.30
S12,Annapurna Salt Lake,Bakery,Friday,2024-10,15559.23
S12,Annapurna Salt Lake,Bakery,Monday,2024-10,12330.52
S12,Annapurna Salt Lake,Bakery,Saturday,2024-10,18814.69
S12,Annapurna Salt Lake,Bakery,Sunday,2024-10,18535.32
S12,Annapurna Salt Lake,Bakery,Thursday,2024-10,24672.53
S12,Annapurna Salt Lake,Bakery,Tuesday,2024-10,16266.68
S12,Annapurna Salt Lake,Bakery,Wednesday,2024-10,15096.29
S12,Annapurna Salt Lake,Beverages,Friday,2024-10,28872.90
S12,Annapurna Salt Lake,Beverages,Monday,2024-10,23141.81
S12,Annapurna Salt Lake,Beverages,Saturday,2024-10,45044.65
S12,Annapurna Salt Lake,Beverages,Sunday,2024-10,41379.39
S12,Annapurna Salt Lake,Beverages,Thursday,2024-10,36106.77
S12,Annapurna Salt Lake,Beverages,Tuesday,2024-10,32895.64
S12,Annapurna Salt Lake,Beverages,Wednesday,2024-10,30308.11
S12,Annapurna Salt Lake,Biscuits & Snacks,Friday,2024-10,7912.87
S12,Annapurna Salt Lake,Biscuits & Snacks,Monday,2024-10,5776.05
S12,Annapurna Salt Lake,Biscuits & Snacks,Saturday,2024-10,10944.96
S12,Annapurna Salt Lake,Biscuits & Snacks,Sunday,2024-10,9241.87
S12,Annapurna Salt Lake,Biscuits & Snacks,Thursday,2024-10,8691.25
S12,Annapurna Salt Lake,Biscuits & Snacks,Tuesday,2024-10,10679.96
S12,Annapurna Salt Lake,Biscuits & Snacks,Wednesday,2024-10,8513.89
S12,Annapurna Salt Lake,Confectionery,Friday,2024-10,19421.50
S12,Annapurna Salt Lake,Confectionery,Monday,2024-10,12811.05
S12,Annapurna Salt Lake,Confectionery,Saturday,2024-10,33305.64
S12,Annapurna Salt Lake,Confectionery,Sunday,2024-10,21167.21
S12,Annapurna Salt Lake,Confectionery,Thursday,2024-10,19987.95
S12,Annapurna Salt Lake,Confectionery,Tuesday,2024-10,20044.58
S12,Annapurna Salt Lake,Confectionery,Wednesday,2024-10,20761.36
S12,Annapurna Salt Lake,Dairy,Friday,2024-10,36454.83
S12,Annapurna Salt Lake,Dairy,Monday,2024-10,31212.54
S12,Annapurna Salt Lake,Dairy,Saturday,2024-10,68373.55
S12,Annapurna Salt Lake,Dairy,Sunday,2024-10,59724.99
S12,Annapurna Salt Lake,Dairy,Thursday,2024-10,52957.16
S12,Annapurna Salt Lake,Dairy,Tuesday,2024-10,56406.13
S12,Annapurna Salt Lake,Dairy,Wednesday,2024-10,44137.52
S12,Annapurna Salt Lake,Edible Oils,Friday,2024-10,129741.06
S12,Annapurna Salt Lake,Edible Oils,Monday,2024-10,51453.40
S12,Annapurna Salt Lake,Edible Oils,Saturday,2024-10,131140.50
S12,Annapurna Salt Lake,Edible Oils,Sunday,2024-10,112222.29
S12,Annapurna Salt Lake,Edible Oils,Thursday,2024-10,106151.70
S12,Annapurna Salt Lake,Edible Oils,Tuesday,2024-10,117423.26
S12,Annapurna Salt Lake,Edible Oils,Wednesday,2024-10,107318.83
S12,Annapurna Salt Lake,Frozen & Ready to Eat,Friday,2024-10,45979.81
S12,Annapurna Salt Lake,Frozen & Ready to Eat,Monday,2024-10,38092.39
S12,Annapurna Salt Lake,Frozen & Ready to Eat,Saturday,2024-10,51405.84
S12,Annapurna Salt Lake,Frozen & Ready to Eat,Sunday,2024-10,45440.89
